0,,Cost,Name,Jumpchain,Description,PERKS,COVER,107
,,600,Hōgyoku,Vasto of White,"The Hōgyoku is a mystical artifact created through the fusion of Soul Reaper and Hollow powers, and possesses the ability to awaken the potential within others and break down the barriers between different species. By purchasing this item, you will gain possession of the Hōgyoku and be able to use it to unlock the hidden potential of those around you.

The Hōgyoku has the power to grant tremendous strength, speed, and durability to individuals, and can break down the barriers between different species, allowing them to combine their powers and abilities in ways that were once thought impossible. Beings of different origins, such as Shinigami, Hollows, Quincy, and humans, can come together and share their powers to become powerful hybrids with unparalleled strength.

Additionally, this version of the Hōgyoku is capable of fusing with the user, granting them a massive power boost and the ability to use a powerful transformation. It will be powered by the user's willpower, but also have a minimum level of power, ensuring that it will never go below a certain level.",,,
,,600,Jumper's Box,Fate/Legends: Empires of Antiquity,"How odd. A massive black cube floats in front of you, twinkling as little lights appear and disappear within it’s inky depths. It feels quite familiar to you. There are legends of a particular box, the one that Pandora opened thousands of years ago and released awful things into the world, but this cube doesn’t feel right for being that one. It feels too much a part of you. 

As Pandora had her box, so too do you have your own and it’s something of a special box. The box moves to your will and is always by your side should you wish it, even shrinking down to fit in your hand when you desire. For others, most of what is contained inside are curses but you might see them as blessings. The cube can spew out mud in enormous floods, somewhat similar to that created by Angra Mainyu in another time. The mud acts to your will, attacking and defending you as you command it mentally, with enough power to kill many strong heroes and even defend against legends like Heracles for a time. There’s no limit to how much mud you can produce with the cube or control either. More notably, the mud can form itself into heroic spirits, somewhat lesser versions of the heroes that roam the world in the times you now live in, though still a capable threat against the people of these times. While the mud, much like Angra Mainyu’s, must cover and corrupt a spirit to be able to control and produce them, you cube has apparently already eaten up hundreds of heroic spirits from dozens of different cultures. It currently lacks figures on or above the level of power of Heracles and only one of each spirit can be made at a time, but it still results in a powerful army that follows your commands absolutely. 

The final secret of the box is that it is truly your own box. Not only does even opening the box against your will or somewhat damaging it require multiple immensely powerful magical engines with the capability to warp reality, such as proper Holy Grails, outright destroying the box could require something as immense as the efforts of a whole World. Deep within the box, the Hope that forms the core is in actuality, you. The most important part of you, your soul, kept safe and guarded by the shadows of the box within it’s centre. Should you perish from outside of the box, you’ll be able to restore your form from the black mud in a short time. Others would need to force open the box for enough time to delve into the vast, muddy depths of the box and destroy your soul from within or destroy the box outright to get at your core.

If you somehow have a box you’d like to use, even as just cosmetic changes to the outside of this, you can import it into here.",,,
,,600,Quantum Key,Fate/Extella,"An impossible object, going against the foundation of the time stream, yet still shining in your grasp. Something created to demand freedom from the restrictions of the Quantum Timelocks, a golden key lies in your possession that can forcibly unlock a sealed event in time. Unlocked events can be changed once again, no longer set in stone, for good or ill. While there is no restriction on how many times the key can unlock something, it can also create a Quantum Timelock to guarantee that a specific event cannot be changed and will be present in every alternate world, regardless of the means to attempt to divert history. This locking can only be used once per ten years, relative to you rather than any time travel or manipulation.",,,
,,600,Heaven's System,The Holy Man of The Church Creek ,"Heaven’s System is considered to be the greatest relic created by Yahweh. This extraordinary system assumes a multitude of vital responsibilities, serving as the conduit for channeling Holy Power, orchestrating the management of souls belonging to devoted followers, overseeing the distribution of Sacred Gears, and fulfilling countless other crucial functions. By purchasing this option, you will be granted an enhanced version of the Heaven's System, bolstered by a powerful and intelligent A.I. created by God as a contingency and to alleviate the burdens borne by Archangel Michael.

This improved iteration of the system enables you to seamlessly manage and govern any territory under your domain. It empowers you to establish a well-structured afterlife, providing a sanctuary for the souls of your people, and functions as an impregnable defense mechanism to safeguard your realm. Lastly, one of the system's remarkable capabilities lies in its ability to ward off foreign deities, serving as an impenetrable barrier that prevents their entry into your territory.",,,
,,600,Dusty Gate of Babylon,Fate/Saber Wars,"A filthy mongrel must have stolen this from the Emperor’s own palace. One of Cosmo King Gil’s spare vault key’s lies in your hands now, a golden artefact that unlocks access and use to one of Babylonia’s many treasure vaults. It looks like the one you have is pretty old and dusty though, only holding treasures from the modern age and earlier of the previous Universe. Not that the great golden king’s treasures are useless but you may need to swab down anything you bring out to get rid of the cobwebs. He’s long since moved onto the treasures of the Servant Universe. Just make sure he and his agents never see you use this, he’s no less possessive than he was when he first became king.",,,
,,700,Cybernetics,Generic Nasuverse,"Grants nine Rank Increments each to the Strength, Endurance, and Agility parameters.

This will give you highly advanced cybernetics. This isn't just a bunch of electronics. You will become half man, half machine.

The cybernetics self-repair using a complex system of nanobots. These nanobots are also capable of repairing your organic parts, if you could still be said to have any of those. After all, even your individual cells have tiny nanomachines inside them.

These nanomachines do their best to keep you in perfect health. This ranges from clearing out toxins to destroying diseases to preventing you from aging past your prime. However, they struggle to deal with magical maladies, such as magically enhanced poisons, diseases, or curses in general.

Your cybernetic systems gather energy using various methods. Solar, kinetic, thermal, electric, chemical, and a few more. Because of how tightly bonded your cybernetic systems are to your organic systems, your cybernetic systems are able to support and fuel your organic parts. Thus, as long as your cybernetics still have energy, you won't strictly need to eat, drink, or breathe. But you can still do those things to gather resources for internal repairs and the energy to move.

You'll gain access to a vast number of sensors (such as thermal vision) as well as the ability to directly interface with all technology that can be accessed by an outside system.

The neural side of the implants are limited to what’s required for the cybernetics to function. So, no, you don’t become smarter or gain a perfect memory. However, if you purchased the Neural Lace item, then the neural lace integrates and synergizes perfectly with your cybernetics.",,,
,,800,Innovate Clear,The Holy Man of The Church Creek,"Innovate Clear is known as the Sacred Gear that lets one impersonate God. This extraordinary artifact grants you the ability to create and control a separate dimension, a realm that exists outside the boundaries of normal reality. Within this dimension, you possess abilities akin to a fusion of Dimension Lost and Annihilation Maker, allowing you to manipulate space and matter on an unprecedented scale. However, these abilities are limited to the confines of this unique dimension.

The true purpose of Innovate Clear is to empower its wielder with the means to craft a world of absolute paradise. With this Sacred Gear at your disposal, you possess the potential to shape and mold the very fabric of reality within your dimension. From breathtaking landscapes to miraculous creations, you can bring forth a realm that embodies your deepest desires and visions of perfection. The only limit is the extent of your imagination and creativity. Unfortunately nothing made with the gear can leave this dimension",,,
,,800,Telos Karma,The Holy Man of The Church Creek,"Telos Karma is a Longinus Sacred Gear that allows you to alter the course of the world. With this mysterious artifact in your possession, you gain the ability to manipulate the course of events and force the world to accept options and paths that would normally be impossible or unlikely. Utilizing the power of Telos Karma, you can disrupt the natural order of cause and effect, bending reality to your will. Seemingly invincible foes can be rendered helpless as their abilities and reactions are nullified by the alterations you impose. For example, a skilled swordmaster could be compelled to ignore an incoming projectile, leaving them vulnerable and defenseless. The exact limits of Telos Karma are unclear, but it is known to be a high-class Longinus",,,
,,900,Dimension Lost,The Holy Man of The Church Creek,"Dimension Lost allows its wielder to manipulate a special mists. This mist is capable of blocking any attack and transporting anything it touches. The Sacred Gear contains a personal dimension seemingly infinite in scope. It is impossible for anything to enter or exit this space should the wielder not allow it. Additionally the mist can be used to reinforce dimensional barriers, trap your foes, and prevent communication. There is no limit to the amount of mist that can be generated though it can become more difficult to control as more is produced. Supposedly the wielder could even transport entire countries should they become strong enough.",,,
,,1000,Unknown Dictator,The Holy Man of The Church Creek,"Unknown Dictator is the newest of the Longinus Sacred Gears. This Sacred Gear allows the user to manipulate iron, electronic devices, and mechanical equipment. The gears can seize control of any electronic device and be used to assemble technological machinery. The gear Unknown Dictator can freely shift its form to mimic a variety of different pieces of technology. Some examples include an aura cannon and a set of iron wings that allow the user to fly. This gear is considered unique amongst all Sacred Gears as it is the only gear meant to interact with modern and futuristic technology.",,,
,,1000,Grimoire,Generic Nasuverse,"A grimoire is both like a Magic Crest and a Mana Core. A mage can store their spells in it, allowing them to use it to activate their spells instantly, and it produces vast amounts of magical energy.

This begins as a blank book. It does absolutely nothing.

Every fundamentally different magic system you learn becomes a section. For example, magecraft vs magic you learned in a Harry Potter Jump. Modern magecraft vs magic from the Age of Gods isn’t different enough to form separate sections.

Every school of magic you learn within that type of magic becomes a chapter. For example, alchemy or necromancy. Every spell within a school of magic becomes a single page. Both the schools of magic and spells need to be acknowledged as real and genuine by the magical community of whatever world they originated in. You can’t just invent half-rate schools of magic that nobody will ever use.

For every section you have in the Grimoire, it gains 1,000 units of magical energy output.

For every chapter you have in the Grimoire, it gains 100 units of magical energy output.

For every page you have in the Grimoire, it gains 10 units of magical energy output.

One tenth of the Grimoire's maximum magical energy output is generated spontaneously. So, if you had 5,000 units of magical energy output, 500 units would be generated spontaneously.",,,
,,1000,Sephiroth Grail,The Holy Man of The Church Creek,"The Sephiroth Grail is the second artifact of the Three Holy Relics. It is reminiscent of the legendary Holy Grail itself. Imbued with the divine essence flowing from the blood of Christ, this relic holds immense power over the very principles of life itself. This sacred artifact grants you the extraordinary ability to resurrect fallen beings, restoring them to life and granting them a second chance. Through its divine influence, you possess the power to manipulate and control souls, guiding them as you see fit, and even mending and restoring their physical bodies to their prime state. Aside from this the grail also possesses the ability to remove the weaknesses that burden others, bolstering their strength, and granting them newfound resilience and vitality.

With a touch or a focused surge of energy, you can bestow others with eternal youth, granting them a timeless existence untouched by the passage of time. Next, as one of the esteemed Holy Relics, the Sephiroth Grail holds the power to shatter seals and break through barriers that stand in your way. It enables you to unravel the most intricate of magical or divine encryptions, granting you access to hidden knowledge and long-lost secrets. Lastly, the mere presence of the Sephiroth Grail exerts a profound mental influence, allowing you to affect the thoughts and emotions of others, subtly shaping their perceptions and bending their will to your desires.",,,
,,1250,Alien Supercomputer,Generic Nasuverse,"The Alien Supercomputer struggles to unravel how magic works. Since the Age of Heroes and Age of Gods have abundant magic instead of a mere five true magics, the cost has been lowered for those Ages.

However, it will still be able to unravel those lesser magics. It will take a while, but it can be done. It’s only Mysteries like the Five True Magics, Mysteries capable of remaining magic even in an advanced era like the Age of Man, that are actually impossible for it to understand.

No, this isn't on the level of the Moon Cell. But it is pretty impressive. This supercomputer starts off basically useless. But it will constantly collect vast amounts of data using an immense number of sensors.

Once it gathers enough data, it will begin calculating ways to use the systems it has to affect the world. Essentially, it will learn to perform ""magic"". Except it isn't magic. It's ludicrously advanced science that uses pseudo-spiritrons (particles similar to what your soul is made of) to do what it does.

Speaking of pseudo-spiritrons, this computer is able to manipulate the spiritrons of your soul to keep your soul healthy, remove any negative effects of your soul aging, and help repair any existing damage. It can’t do anything beyond that, but that’s still useful enough to be worth noting.

You may set up commands (verbal or physical) and parameters for casting these “spells”. For example, snapping your fingers and saying “fireball” to shoot a fireball at wherever you’re looking. The computer will instantly take note of any commands you give and cast the “spell” you specify.

This computer will never be able to replicate the True Magics. If something was once a True Magic but ended up being reduced from a True Magic into something lesser, then it becomes something the computer can begin to understand.

If you buy Cybernetics, you may choose for this computer to be fused with them. This will allow your Alien Supercomputer to more easily apply “spells” to your body and cybernetics. This will also make it so your cybernetics automatically begins upgrading when ""fed"" superior technology.

If you buy Neural Lace, you may choose for this computer to be fused with it. This will allow you to use “spells” through your thoughts and intent. This will also make it so your neural lace automatically begins upgrading when ""fed"" superior technology.",,,
